id,tag_name,count,excerpt_post_id,wiki_post_id,Class
96790,ucwa,124,24797766,24797765,ND
17823,encodeuricomponent,124,12532284,12532283,ND
102897,globalplatform,124,24677299,24677298,ND
28142,instant,124,13462841,13462840,ND
120243,polymerfire,124,37690144,37690143,ND
86388,cartopy,124,13657774,13657773,ND
44003,ora-00904,124,4822554,4822553,ND
110701,fastq,124,29162490,29162489,ND
91568,facebook-group,124,16400146,16400145,ND
51879,dynamicobject,124,28964840,28964839,ND
87158,iphone-softkeyboard,124,14051307,14051306,ND
13123,satellite,124,23042291,23042290,ND
18025,isr,124,21618619,21618618,ND
2974,prettify,124,5353943,5353942,ND
49680,radtreeview,124,15635502,15635501,ND
1403,tns,124,14046688,14046687,ND
23131,maven-cargo,124,11050019,11050018,ND
50255,absolutelayout,124,20045463,20045462,ND
63460,krl,124,4320274,4320273,ND
104609,fiware-wirecloud,124,23907507,23907506,ND
98304,storage-access-framework,124,20611448,20611447,ND
90895,androidhttpclient,380,16763723,16763722,ND
4925,data-storage,380,22107481,22107480,ND
91774,heroku-postgres,380,26888792,26888791,ND
84984,filepicker.io,380,12949410,12949408,ND
60288,http-request,380,23867073,23867072,ND
10361,sicp,380,5004772,5004771,ND
47005,video-recording,380,11158127,11158126,ND
53375,windows-mobile-6.5,380,11277822,11277821,ND
95771,pymc,380,18727510,18727509,ND
65252,ripple,380,8163788,8163787,ND
115169,azure-sql-database,380,33223448,33223447,ND
31300,ubercart,380,8117996,8117995,ND
7976,lambda-calculus,380,8105201,8105200,ND
10816,corruption,636,15937159,15937158,ND
5922,mode,636,20642114,20642113,ND
26028,document-ready,636,28662514,28662513,ND
7939,jcomponent,636,5784068,5784067,ND
13709,nusoap,636,7263129,7263128,ND
10606,buffer-overflow,892,5188460,5188459,ND
9322,taglib,892,6629817,6629816,ND
9270,dynamic-data,892,11493071,11493070,ND
4484,projects-and-solutions,1148,4976120,4976119,ND
50300,navigationbar,1148,10410440,10410439,ND
78113,android-listfragment,1148,12168448,12168447,ND
17242,radio,1404,12158019,12158018,ND
22747,nsuserdefaults,3196,6368666,6368665,ND
1132,powerpoint,3452,3681194,3681193,ND
4249,aggregate,3452,8339519,8339518,ND
2493,full-text-search,6012,8104435,8104434,ND
982,timezone,7804,5828026,5828025,ND
8401,jmeter,8060,3625141,3617316,ND
31481,crystal-reports,10364,4886182,4886181,ND
1227,xpath,24444,3652558,3652557,ND
219,encryption,24700,5214024,5214023,ND
78033,imagemapster,125,9581613,9581612,ND
84228,generate-series,125,12554837,12554836,ND
107792,crate,125,26564494,26564493,ND
49399,fflush,125,19146547,19146546,ND
31748,datapump,125,13668522,13668521,ND
30082,pyro,125,8151172,8151171,ND
63919,apache-wink,125,4933466,4933465,ND
69579,microsoft-web-deploy,125,6282095,6282094,ND
90721,dart-js-interop,125,17570409,17570408,ND
2143,process-management,125,25006519,25006518,ND
110302,firebase-tools,125,28776513,28776512,ND
89674,elki,125,15333198,15333197,ND
90591,drupal-rules,125,15852817,15852816,ND
96892,slimerjs,125,19849917,19849916,ND
99092,kendo-datepicker,125,20898754,20898753,ND
89851,openstack-horizon,125,15431386,15431385,ND
13117,domaincontroller,125,16388336,16388335,ND
44119,mersenne-twister,125,15384055,15384054,ND
70660,translate3d,125,15171333,15171332,ND
31299,attachedbehaviors,125,13394091,13394090,ND
38158,c++builder-6,125,8729169,8729168,ND
25946,rexml,125,9873941,9873940,ND
10394,iprincipal,125,7206084,7206083,ND
76408,finagle,125,8852055,8852054,ND
87974,philips-hue,125,14459269,14459268,ND
49140,gwt-mvp,125,9906324,9906323,ND
95924,oracle-pro-c,125,18800504,18800503,ND
66345,left-recursion,125,23472378,23472377,ND
68726,petrel,125,12456203,12456202,ND
111455,jquery-bootgrid,125,34375519,34375518,ND
83577,factory-boy,125,12687601,12687600,ND
89163,easynetq,125,15059100,15059099,ND
68137,xlsm,125,9358659,9358658,ND
107885,computed-properties,125,42038723,42038722,ND
65068,load-time-weaving,125,9131801,9131800,ND
98133,elasticsearch-jdbc-river,125,20087854,20087853,ND
115164,qt5.6,125,33120821,33120820,ND
108316,background-fetch,125,27041206,27041205,ND
110892,collectionfs,125,31789925,31789924,ND
125462,gsuite,125,42970281,42970280,ND
22334,database-metadata,125,23117883,23117882,ND
14407,http-1.1,125,26421761,26421760,ND
16587,recycling,125,34016595,34016594,ND
105315,google-query-language,125,35959498,35959497,ND
84911,vcr,125,12879985,12879984,ND
89658,dart-io,125,15324576,15324575,ND
1417,raid,125,5095488,5095487,ND
84993,edx,125,17476386,17476385,ND
89111,lync-client-sdk,125,15394291,15394290,ND
107650,joi,125,26475564,26475563,ND
95925,qtmultimedia,125,19051758,19051757,ND
34553,sql-date-functions,125,28374664,28374663,ND
79200,visa,125,10121528,10121527,ND
24068,powershell-v1.0,125,3625200,3625199,ND
67116,jsdom,381,5606056,5606055,ND
10311,partial-classes,381,7272588,7272587,ND
106976,azure-machine-learning,381,25862927,25862926,ND
7461,rdl,381,7982473,7982472,ND
6992,suse,381,10219105,10219104,ND
72593,std-function,381,10411624,10411623,ND
71632,prettyphoto,381,8310745,8310744,ND
20002,staging,381,17779925,17779924,ND
20407,eigenvalue,381,9015383,9015382,ND
1537,methodology,381,16054436,16054435,ND
3250,hpc,637,5739673,5739672,ND
1696,erd,637,8008344,8008343,ND
13828,partials,637,20857242,20857241,ND
34737,three20,893,4890362,4890361,ND
7143,highlighting,893,19027242,19027241,ND
22560,excel-interop,1149,9378403,9378402,ND
104866,cloudkit,1405,24034548,24034547,ND
5937,mesh,1405,12357937,12357936,ND
5097,openfire,1405,5021688,5021687,ND
66593,flex4.5,1405,5848858,5848857,ND
40611,emgucv,1661,5531659,5531658,ND
82036,sonata-admin,1661,11413436,11413435,ND
36285,database-performance,1661,12614083,12614082,ND
10869,code-injection,1917,10504337,10504336,ND
7079,ehcache,1917,5273226,5273225,ND
7870,urllib,2173,8355818,8355817,ND
2697,factory,2173,13667465,13667464,ND
1568,analytics,3197,6904612,6904611,ND
4366,lazy-loading,3453,5677979,5677978,ND
5192,classification,3965,10892526,10892525,ND
67718,office365,4221,5574560,5574559,ND
6159,pyqt,8829,5313072,5313071,ND
25430,multidimensional-array,22397,6583885,6583884,ND
59103,razor,24701,3878715,3878714,ND
79466,firebase,32637,10392242,10392241,ND
18,regex,173693,3624967,3607017,ND
47929,jquery-easing,126,13001467,13001466,ND
21319,iequatable,126,14963176,14963175,ND
12575,cider,126,26744052,26744051,ND
108216,textblob,126,26948450,26948449,ND
17266,multiple-languages,126,31591532,31591531,ND
102795,sony-camera-api,126,22866470,22866469,ND
109357,reactcsstransitiongroup,126,27920496,27920495,ND
74362,lsf,126,12979563,12979562,ND
116044,unity-networking,126,33793531,33793530,ND
96368,grunt-contrib-copy,126,19335021,19335020,ND
29914,peek,126,19165886,19165885,ND
44341,dotconnect,126,4737578,4737577,ND
62627,mongorestore,126,23595470,23595469,ND
89406,usb-debugging,126,37650691,37650690,ND
33749,sapb1,126,6727642,6727641,ND
94657,appsdk2,126,21002972,21002971,ND
25466,soil,126,9398615,9398614,ND
78731,gcc4.7,126,13068467,13068466,ND
97745,kendo-multiselect,126,36343715,36343714,ND
27650,showmodaldialog,126,36202702,36202701,ND
30066,object-pooling,126,24063684,24063683,ND
78197,kamailio,126,9661922,9661921,ND
10211,mapped-drive,126,13826180,13826179,ND
46948,yahoo-mail,126,8547588,8547587,ND
71079,cakedc,126,15039952,15039951,ND
78996,functools,126,38965446,38965445,ND
74768,tt-news,126,8244540,8244539,ND
70799,drools-planner,126,10967963,10967962,ND
93003,oracle-data-integrator,126,17127635,17127634,ND
112891,adal.js,126,31162647,31162646,ND
25656,markup-extensions,126,19266076,19266075,ND
39249,javascript-intellisense,126,25369061,25369060,ND
105882,riot.js,126,24859238,24859237,ND
4089,lgpl,126,5638038,5638037,ND
15564,parallel-extensions,126,5731973,5731972,ND
66972,minmax,126,13964777,13964776,ND
60516,nintex-workflow,126,8491855,8491854,ND
84524,mgcv,126,12876096,12876095,ND
7945,binary-operators,126,38881827,38881826,ND
82468,debouncing,126,11651949,11651948,ND
25553,truthtable,126,13331432,13331431,ND
63228,linq-to-excel,126,8529411,8529410,ND
97831,typesafe-config,126,19888624,19888623,ND
63879,regional-settings,126,42156199,42156198,ND
89473,valence,126,15837778,15837777,ND
24979,alu,126,14214369,14214368,ND
112633,freepbx,126,30795352,30795351,ND
65204,stringtemplate-4,126,14571418,14571417,ND
28668,principal,126,39023471,39023470,ND
1310,wap,126,19260025,19260024,ND
33680,accesscontrolexception,126,10500616,10500615,ND
98583,iperf,126,20485553,20485552,ND
37039,synchronizationcontext,126,20694454,20694453,ND
37508,most-vexing-parse,126,7018634,7018633,ND
12381,datamodel,382,16457146,16457145,ND
46890,django-csrf,382,8594240,8594239,ND
82659,jquery-jtable,382,11731533,11731532,ND
74936,apache-httpcomponents,382,9395992,9395991,ND
118766,kivy-language,382,36726382,36726381,ND
4683,xulrunner,382,5923501,5923500,ND
17537,document.write,382,11354313,11354312,ND
28961,richtext,382,16654408,16654407,ND
35657,qcombobox,382,11935277,11935276,ND
6666,mako,382,5403977,5403976,ND
24748,predict,638,6904521,6904520,ND
9426,rtti,638,6124794,6124793,ND
64025,gyroscope,638,11506522,11506521,ND
110216,kibana-4,638,28717728,28717727,ND
63370,facebook-authentication,638,14171068,14171067,ND
7047,squid,638,5293781,5293780,ND
11514,nose,894,5523024,5523023,ND
97962,intel-xdk,894,19968722,19968721,ND
2024,toad,894,7490829,7490828,ND
28775,enterprise-architect,894,6199704,6199703,ND
1454,unsigned,894,17505291,17505290,ND
4495,user-experience,1150,5900512,5900511,ND
2504,shared,1150,16021440,16021439,ND
12988,scatter-plot,1406,11221695,11221694,ND
20050,progressdialog,1662,9036336,9036335,ND
6585,resultset,1918,7176930,7176929,ND
104811,osx-yosemite,1918,24005158,24005157,ND
22176,monodevelop,2430,4263948,4263947,ND
6863,permutation,2942,14406039,14406038,ND
16069,actionlistener,2942,7892652,7892651,ND
46495,rvm,3710,5601364,5601363,ND
6107,case,4478,10422678,10422677,ND
51869,capybara,4734,5015683,5015682,ND
74423,spring-data-jpa,4734,10312077,10312076,ND
10881,itext,6014,4543141,4543140,ND
4126,tinymce,6270,3837681,3837680,ND
102794,windows-phone-8.1,7806,22865520,22865519,ND
12556,google-feed-api,127,13407105,13407104,ND
82216,kaltura,127,11670022,11670021,ND
98208,subsequence,127,24355753,24355752,ND
71016,blank-line,127,35067782,35067781,ND
109604,xcode-6.2,127,28369279,28369278,ND
7594,rpath,127,6688939,6688938,ND
18824,debuggervisualizer,127,6678713,6678712,ND
31978,loaded,127,12481876,12481875,ND
36228,uint,127,35030381,35030380,ND
38856,renderaction,127,9092455,9092454,ND
89351,dcm4che,127,15323833,15323832,ND
92742,car,127,17012131,17012130,ND
35806,biztalk2006r2,127,19987958,19987957,ND
72588,before-save,127,10421874,10421873,ND
105276,jasmine2.0,127,24366082,24366081,ND
25472,mkfifo,127,26959917,26959916,ND
109337,payu,127,27897244,27897243,ND
28391,xbrl,127,8181439,8181438,ND
40518,argb,127,21943254,21943253,ND
112484,angularjs-rootscope,127,30770666,30770665,ND
10359,idictionary,127,5002408,5002407,ND
26818,boost-iostreams,127,13829853,13829852,ND
17513,dbms-scheduler,127,13593184,13593183,ND
27248,tmx,127,9131758,9131757,ND
98851,angularjs-compile,127,26707900,26707899,ND
45969,fql.multiquery,127,14707653,14707652,ND
120048,solr6,127,37930299,37930298,ND
13176,protected-mode,127,22396944,22396943,ND
88269,python-curses,127,25103303,25103302,ND
72968,sessionstorage,127,29059745,29059744,ND
113103,kotlin-android-extensions,127,38681262,38681261,ND
16091,dbd,127,10141395,10141394,ND
21942,satchmo,127,5112116,5112115,ND
25914,qtconcurrent,127,9078258,9078257,ND
95025,payum,127,18331982,18331981,ND
50272,opera-mini,127,7507251,7507250,ND
116913,datagrip,127,34599638,34599637,ND
20226,ecma262,127,15073424,15073423,ND
112216,kendo-ui-grid,127,30767846,30767845,ND
109635,ansi-c,127,28170036,28170035,ND
61048,machine-translation,127,28111344,28111343,ND
39141,python-mode,127,31105827,31105826,ND
105,hdd,127,13419617,13419616,ND
109904,cakephp-2.6,127,28429421,28429420,ND
11023,asplinkbutton,127,12845949,12845948,ND
4050,atg,383,6074676,6074675,ND
49972,multiple-files,383,31566830,31566829,ND
64011,android-sdk-2.3,383,8365956,8365955,ND
38476,codesign,383,15645246,15645245,ND
74629,recurring-billing,383,11583656,11583655,ND
69163,petapoco,383,6064986,6064985,ND
42688,espresso,383,6706072,6706071,ND
21219,roleprovider,383,6839235,6839234,ND
2215,db4o,383,3812525,3812524,ND
29375,divide-and-conquer,383,10681104,10681103,ND
78829,imessage,383,21339064,21339063,ND
32750,eclipse-wtp,383,5591485,5591484,ND
59857,netbeans-6.9,383,6858824,6858823,ND
25975,smpp,383,6603004,6603003,ND
112185,apache-zeppelin,639,30419131,30419130,ND
67768,jira-plugin,639,7426909,7426908,ND
9141,sqldatasource,895,10025097,10025096,ND
540,verification,895,7305797,7305796,ND
71080,behat,895,8706692,8706691,ND
16790,session-timeout,1151,10826377,10826376,ND
10313,multiplication,1151,15095261,15095260,ND
1122,symlink,1663,8343733,8343732,ND
11075,logback,2175,6425263,6425262,ND
26294,code-first,2175,8278712,8278711,ND
4717,syntax-highlighting,2687,6620592,6620591,ND
8632,call,3711,9926165,9926164,ND
9511,out-of-memory,5503,17665094,17665093,ND
1086,refactoring,5759,3624991,3624990,ND
46879,xml-parsing,10623,7000624,7000623,ND
136,security,42367,3625053,3612218,ND
89739,orika,128,15368922,15368921,ND
102262,hacklang,128,22542473,22542472,ND
116560,facebook-instant-articles,128,36353727,36353726,ND
99358,kendo-window,128,23907951,23907950,ND
123825,antd,128,41340486,41340485,ND
18366,negation,128,26091370,26091369,ND
30510,inventory-management,128,11577218,11577217,ND
8634,calendarextender,128,9120497,9120496,ND
17378,eventargs,128,25627716,25627715,ND
47056,premake,128,18979880,18979879,ND
87856,tilemill,128,14523343,14523342,ND
34421,komodoedit,128,8370878,8370877,ND
49525,wix-extension,128,11013684,11013683,ND
108836,yii2-user,128,44577190,44577189,ND
71048,scaladoc,128,6700711,6700710,ND
77767,preorder,128,14211419,14211418,ND
48179,nsurlprotocol,128,10801509,10801508,ND
92402,active-form,128,35310397,35310396,ND
62722,rootview,128,15678772,15678771,ND
37346,uint64,128,23787359,23787358,ND
22565,pdfa,128,8633501,8633500,ND
67877,remote-validation,128,17781061,17781060,ND
88621,linkedin-jsapi,128,29177211,29177210,ND
29379,aliasing,128,12098345,12098344,ND
46134,nsfilehandle,128,13776526,13776525,ND
100169,phpexcelreader,128,21282335,21282334,ND
119351,msal,128,36842294,36842293,ND
2122,boo,128,4649979,4649978,ND
18308,adventureworks,128,14511425,14511424,ND
2781,starteam,128,3625057,3625056,ND
8616,codebase,128,8681994,8681993,ND
104654,apktool,128,24642924,24642923,ND
66963,x11-forwarding,128,14541556,14541555,ND
113526,wix3.10,128,31566189,31566188,ND
90670,.when,128,15898951,15898950,ND
13277,midl,128,16113761,16113760,ND
44765,barrier,128,20893225,20893224,ND
70392,cloud-init,128,18691795,18691794,ND
13684,exslt,128,10657772,10657771,ND
95028,charindex,128,18394984,18394983,ND
108050,mapstruct,128,31378576,31378575,ND
76694,sitecore-dms,128,9729595,9729594,ND
36795,db2400,384,17428911,17428910,ND
22107,service-reference,384,12382496,12382495,ND
16027,specialization,384,12952071,12952070,ND
63750,wix3.6,384,8394377,8394376,ND
83901,pymysql,384,12372479,12372478,ND
99930,presentviewcontroller,384,21137233,21137232,ND
62792,hidden-markov-models,384,11712053,11712052,ND
103987,commonsware-cwac,384,23580556,23580555,ND
85163,scikit-image,384,13007547,13007546,ND
7200,keystroke,384,21459805,21459804,ND
3140,electronics,384,5099615,5099614,ND
109228,java-threads,384,33340033,33340032,ND
28345,computation-theory,384,9880921,9880920,ND
23548,ldap-query,384,31660910,31660909,ND
3699,reportbuilder,384,8020370,8020369,ND
66844,data-synchronization,384,11689760,11689759,ND
111419,outlook-restapi,384,29786488,29786487,ND
3768,spring.net,640,5104348,5104347,ND
63889,wai-aria,640,8509588,8509587,ND
21463,gtkmm,640,5439176,5439175,ND
16067,psexec,640,5537824,5537822,ND
62429,cloudant,896,6877129,6877128,ND
29721,addressbook,896,7914099,7914098,ND
19156,stderr,896,5277498,5277497,ND
67733,android-3.0-honeycomb,896,6045744,6045743,ND
6990,xstream,896,6413764,6413763,ND
107970,google-container-engine,896,26741542,26741541,ND
91119,typeahead.js,1152,16141321,16141320,ND
59072,rspec2,1152,5881112,5881111,ND
14815,mixins,1408,4985524,4985523,ND
61508,sendgrid,1408,13884974,13884973,ND
69829,jquery-isotope,1408,7808278,7808277,ND
5491,sidebar,1408,7489540,7489539,ND
2162,offline,1664,9057831,9057830,ND
23157,common-table-expression,1920,7806713,7806712,ND
12163,libcurl,2176,5689268,5689267,ND
2709,gradient,2432,11213463,11213462,ND
67017,entity-framework-4.1,2944,5345653,5345652,ND
9412,vectorization,3200,7698598,7698597,ND
7751,ms-access-2007,4224,3898966,3898965,ND
308,directx,4736,5304735,5304734,ND
5579,webdriver,7552,4712731,4712730,ND
10474,datatables,10880,5829963,5829962,ND
3829,group-by,12416,6436958,6436957,ND
116362,swift3,17024,34096995,34096994,ND
21896,clos,129,12220929,12220928,ND
35006,geokit,129,25611665,25611664,ND
66999,nowjs,129,6713879,6713878,ND
88973,veracode,129,15394244,15394243,ND
114944,yii1.x,129,37695770,37695769,ND
10117,certificate-authority,129,25006497,25006496,ND
74612,mysql-slow-query-log,129,21757995,21757994,ND
11649,server-side-scripting,129,7455919,7455918,ND
37367,universal-binary,129,26639741,26639740,ND
55819,leap-year,129,22306278,22306277,ND
45525,declarative-authorization,129,7491062,7491061,ND
102206,android-switch,129,22597783,22597782,ND
56102,gitattributes,129,25593566,25593565,ND
14476,live-templates,129,26745363,26745362,ND
40797,system.web,129,6946058,6946057,ND
89013,shinobi,129,15008012,15008011,ND
91337,kramdown,129,16273139,16273138,ND
29013,validationrules,129,14523188,14523187,ND
122359,unusernotificationcenter,129,39865379,39865378,ND
21458,non-deterministic,129,13449684,13449682,ND
58780,websharper,129,6968005,6968004,ND
100534,cmake-gui,129,31514574,31514573,ND
87507,opam,129,14233128,14233127,ND
6829,bcc,129,10696528,10696527,ND
86288,requirements.txt,129,45018791,45018790,ND
9647,tasklist,129,16469602,16469601,ND
50357,access-point,129,10664113,10664112,ND
56258,accumulate,129,39682076,39682075,ND
12204,assembla,129,9624542,9624541,ND
47380,django-email,129,12157659,12157658,ND
105988,halide,129,24958765,24958764,ND
38743,initialization-list,129,15421932,15421931,ND
94588,mitmproxy,129,18041195,18041194,ND
2468,model-checking,129,9281930,9281929,ND
2552,mailing-list,129,20857535,20857534,ND
10403,enunciate,129,8523753,8523752,ND
69738,mkmapviewdelegate,129,16408402,16408401,ND
66259,nested-form-for,129,29693841,29693840,ND
118179,cortana-intelligence,129,35715930,35715929,ND
3075,dvd,129,14634329,14634328,ND
17128,uint32,129,23787516,23787515,ND
53477,array-unique,129,12527224,12527223,ND
42499,core-video,129,9995816,9995815,ND
65494,pugixml,129,11175334,11175333,ND
71335,disruptor-pattern,129,11556137,11556136,ND
100873,directadmin,129,24593567,24593566,ND
125444,android-o,129,42957075,42957074,ND
104476,xcode-server,129,31276370,31276369,ND
54705,device-orientation,385,45666836,45666835,ND
3185,com+,385,5197171,5197170,ND
992,continuations,385,5725545,5725544,ND
43394,navigationcontroller,385,25631335,25631334,ND
54229,msiexec,385,11543350,11543349,ND
11223,tunnel,385,6455551,6455550,ND
25433,subscript,385,24130168,24130167,ND
33865,compojure,385,4523077,4523076,ND
111798,skype-for-business,385,33176121,33176120,ND
45127,database-deadlocks,385,11231429,11231428,ND
80963,eclipse-juno,641,11591407,11591406,ND
111218,logstash-configuration,641,29616493,29616492,ND
91994,drawerlayout,641,16631692,16631691,ND
112272,microsoft-cognitive,641,30493942,30493941,ND
19184,intrinsics,641,18325721,18325720,ND
3125,freebase,641,4019844,4019843,ND
5168,doc,641,6929391,6929390,ND
59634,deferred,897,14530243,14530242,ND
51227,visual-foxpro,897,6417015,6417014,ND
51744,sql-execution-plan,897,6282185,6282184,ND
41091,marker,1153,14516058,14516057,ND
3917,idisposable,1153,4973475,4973474,ND
43006,autocompletetextview,1153,13344297,13344296,ND
931,rcp,1409,5945732,5945731,ND
17213,instruments,1665,7082610,7082609,ND
91824,compass-sass,1921,19330177,19330176,ND
3194,semaphore,2177,5614383,5614382,ND
3122,master-pages,2689,7862793,7862792,ND
93557,build.gradle,3713,17439811,17439810,ND
3883,blob,4481,5722653,5722652,ND
220,passwords,7809,7065765,7065764,ND
359,permissions,11649,5488863,5488862,ND
8397,mmc,130,7774680,7774679,ND
19707,ebcdic,130,6218178,6218177,ND
115018,aws-security-group,130,34815503,34815502,ND
50545,dev-to-production,130,14074074,14074073,ND
65564,scip,130,16553877,16553876,ND
22852,information-theory,130,7704584,7704583,ND
75795,textmate2,130,8550170,8550169,ND
119908,firebase-remote-config,130,37668391,37668390,ND
32067,datastep,130,13222601,13222600,ND
119279,bookdown,130,36759729,36759728,ND
8712,game-theory,130,11588433,11588432,ND
101706,setcontentview,130,26453376,26453375,ND
122480,opencart2.3,130,41368790,41368789,ND
60909,360-degrees,130,19170022,19170021,ND
31427,malformed,130,42345396,42345395,ND
84656,ideavim,130,12748712,12748711,ND
28518,system.net.webexception,130,12419410,12419409,ND
49519,django-fixtures,130,13039935,13039934,ND
77164,android-beam,130,11218859,11218858,ND
13830,wchar,130,17969145,17969144,ND
58341,capturing-group,130,25863278,25863277,ND
57990,thrift-protocol,130,19145956,19145955,ND
99280,onscrolllistener,130,20813245,20813244,ND
64543,nsbezierpath,130,5682599,5682598,ND
30499,libjingle,130,7230031,7230030,ND
62908,lr,130,7133893,7133892,ND
107246,angularjs-validation,130,26081396,26081395,ND
44936,pinning,130,32364430,32364429,ND
55679,drupal-hooks,130,5562479,5562478,ND
40619,sharepointdocumentlibrary,130,22041814,22041813,ND
48641,fts3,130,9989825,9989824,ND
64519,twisted.internet,130,26730170,26730169,ND
117128,appcelerator-studio,130,34796547,34796546,ND
1145,inequality,130,41347654,41347653,ND
64789,javascript-namespaces,130,25369089,25369088,ND
52974,parseexception,130,30698750,30698749,ND
61400,django-debug-toolbar,130,8596885,8596884,ND
81455,background-audio,130,11148949,11148948,ND
121016,google-cloud-speech,130,38697894,38697893,ND
17402,isnumeric,130,31679346,31679345,ND
18764,nomenclature,130,13238023,13238022,ND
33321,jdesktoppane,130,36023111,36023110,ND
114506,angular-module,130,39892500,39892499,ND
109589,google-container-registry,130,28116083,28116082,ND
115125,aws-kinesis-firehose,130,33006781,33006780,ND
47994,pchart,130,6957877,6957876,ND
35978,custom-tags,130,12435395,12435394,ND
99434,facebook-sdk-3.1,130,20869000,20868999,ND
22509,merge-module,130,31604414,31604413,ND
36364,radeditor,130,12205527,12205526,ND
36923,findwindow,130,29621631,29621630,ND
61644,activejdbc,130,5711241,5711240,ND
90078,infusionsoft,130,24275545,24275544,ND
110343,doparallel,130,28833480,28833479,ND
54309,vibration,130,34137387,34137386,ND
27211,table-variable,130,5861351,5861350,ND
52634,monoids,130,10938091,10938090,ND
23757,htmlspecialchars,386,8454774,8454773,ND
16733,sprite-sheet,386,14797541,14797540,ND
54005,doctrine-1.2,386,6449179,6449178,ND
37299,amazon-simpledb,386,5998299,5998298,ND
38361,squarespace,386,15284900,15284899,ND
42755,intel-mkl,386,11647494,11647493,ND
87364,commandbutton,386,16739050,16739049,ND
3136,mobile-phones,386,9923733,9923732,ND
547,xen,386,5708222,5708221,ND
96070,prestashop-1.5,386,19205882,19205881,ND
86867,xamarin.mac,386,13917120,13917119,ND
96089,libreoffice-calc,386,32367183,32367182,ND
30149,qimage,386,13734084,13734083,ND
93517,facebook-sdk-3.0,386,17469986,17469985,ND
120420,watson-conversation,386,38462831,38462830,ND
126261,atom-feed,642,43821615,43821614,ND
103530,http2,642,23312278,23312277,ND
11566,agent,642,9526312,9526311,ND
43412,pushviewcontroller,642,13209427,13209426,ND
2080,apt,642,7278170,7278169,ND
1896,portal,642,10736660,10736659,ND
31120,qtablewidget,642,9078037,9078036,ND
4258,high-availability,898,10719954,10719953,ND
339,meta,1154,10387735,10387734,ND
16318,shortest-path,1154,9917000,9916999,ND
2718,gsm,1154,6032389,6032388,ND
32395,osx-snow-leopard,1410,5375366,5375365,ND
13272,jna,1410,5221485,5221484,ND
113256,aws-api-gateway,1410,31387761,31387760,ND
36195,nav,1666,13283249,13283248,ND
5913,atomic,1922,6504905,6504904,ND
3896,moodle,1922,5347472,5347471,ND
101596,atom-editor,1922,22111697,22111696,ND
110361,nativescript,2178,28876676,28876675,ND
2181,visibility,2434,8353264,8353263,ND
4828,function-pointers,2946,9765649,9765648,ND
6772,soapui,3202,5420607,5420606,ND
2546,sdl,3714,5019430,5019429,ND
8534,url-routing,3970,7682876,7682875,ND
22630,eclipselink,4226,3855694,3855693,ND
73817,phonegap-plugins,4226,15797244,15797243,ND
53249,android-webview,5250,6032368,6032367,ND
68068,extjs4,5506,5698809,5698808,ND
6691,mocking,8322,6428794,6428793,ND
3995,get,11394,6164825,6164824,ND
25863,uiviewcontroller,14210,5284069,5284068,ND
1646,scroll,16002,9055933,9055932,ND
49895,primefaces,16770,5226131,5226130,ND
72270,twitter-bootstrap,84354,7165534,7165533,ND
18634,windowsformshost,131,8760920,8760919,ND
108030,connected-components,131,26794378,26794377,ND
114561,solace,131,32506870,32506869,ND
91375,signed-applet,131,16282676,16282675,ND
56302,openvms,131,18931276,18931275,ND
73353,cytoscape,131,18212555,18212554,ND
78799,rvm-capistrano,131,17022825,17022824,ND
123561,google-home,131,41636130,41636129,ND
77815,simple.data,131,11530326,11530325,ND
20940,cancel-button,131,19611594,19611593,ND
30964,sfguard,131,7162230,7162229,ND
65304,acceleo,131,4886606,4886605,ND
101907,openresty,131,23107853,23107852,ND
6032,x-sendfile,131,15501624,15501623,ND
20277,opentype,131,18993041,18993040,ND
35529,quartz-composer,131,5510181,5510180,ND
105824,tess4j,131,24800538,24800537,ND
6493,jdb,131,10716751,10716750,ND
10257,tchar,131,22349853,22349852,ND
78957,rajawali,131,16396386,16396385,ND
10906,spry,131,11250350,11250349,ND
21252,braces,131,8360861,8360860,ND
12613,overrides,131,6401921,6401920,ND
16675,lost-focus,131,23058914,23058913,ND
96365,asp.net-web-api-odata,131,19056552,19056551,ND
55741,uipicker,131,16399925,16399924,ND
29732,integer-promotion,131,19523415,19523414,ND
28892,geos,131,15187455,15187454,ND
38405,2checkout,131,17239588,17239587,ND
97402,quickfixj,131,21755322,21755321,ND
9223,geronimo,131,16676884,16676883,ND
27184,collatz,131,7088343,7088342,ND
35994,arrayobject,131,13489662,13489661,ND
71488,object-slicing,131,9228188,9228187,ND
80814,should.js,131,11138607,11138606,ND
119417,ng2-charts,131,44810291,44810290,ND
12758,luasocket,131,11981401,11981400,ND
36377,chdir,131,10324486,10324485,ND
89766,sybase-asa,131,15380183,15380182,ND
10969,onmousemove,131,9819984,9819983,ND
12696,negative-lookbehind,131,25708581,25708580,ND
13677,topmost,131,28452460,28452459,ND
97798,android-kernel,131,19946876,19946875,ND
115951,orientdb-2.1,131,37459017,37459016,ND
15774,ia-32,131,27624932,27624931,ND
70519,cognos-8,131,14520034,14520033,ND
32239,drawrectangle,131,22161999,22161998,ND
127369,amazon-elastic-transcoder,131,44969970,44969969,ND
64559,subgrid,131,9164777,9164776,ND
85318,ubuntu-12.10,131,13094425,13094423,ND
109636,c3,131,28241648,28241647,ND
8330,repr,131,19554410,19554409,ND
15287,jqmodal,131,14652869,14652868,ND
